"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days SO2","Days PM2.5","Days PM10"
"New York","New York",2019,365,293,70,2,0,0,0,136,58,39,0,0,184,0,181,0
"New York","Niagara",2019,352,339,13,0,0,0,0,80,44,35,0,0,352,0,0,0
"New York","Oneida",2019,355,345,10,0,0,0,0,60,35,18,0,0,0,0,355,0
"New York","Onondaga",2019,365,337,28,0,0,0,0,77,49,37,0,0,281,0,84,0
"New York","Orange",2019,365,343,22,0,0,0,0,74,47,36,0,0,275,0,90,0
"New York","Oswego",2019,321,316,5,0,0,0,0,67,45,34,0,0,321,0,0,0
"New York","Putnam",2019,364,348,15,1,0,0,0,101,46,34,0,0,329,35,0,0
"New York","Queens",2019,365,292,69,4,0,0,0,119,58,40,0,85,189,0,91,0
"New York","Richmond",2019,365,314,51,0,0,0,0,97,55,37,0,0,224,0,141,0
"New York","Rockland",2019,365,335,29,1,0,0,0,112,49,36,0,0,296,0,69,0
"New York","Saratoga",2019,331,328,3,0,0,0,0,58,44,33,0,0,331,0,0,0
"New York","Seneca",2019,360,360,0,0,0,0,0,6,1,0,0,0,0,360,0,0
"New York","St. Lawrence",2019,365,279,76,10,0,0,0,105,80,17,0,0,0,365,0,0
"New York","Steuben",2019,365,349,16,0,0,0,0,65,47,35,0,0,292,0,73,0
"New York","Suffolk",2019,365,300,56,9,0,0,0,150,61,40,0,0,295,1,69,0
"New York","Tompkins",2019,365,358,7,0,0,0,0,61,45,34,0,0,353,12,0,0
"New York","Wayne",2019,268,253,15,0,0,0,0,90,47,35,0,0,268,0,0,0
"New York","Westchester",2019,365,330,34,1,0,0,0,105,50,36,0,0,292,0,73,0
"North Carolina","Alexander",2019,305,274,31,0,0,0,0,80,51,39,0,0,245,0,0,60
"North Carolina","Avery",2019,363,335,28,0,0,0,0,77,49,40,0,0,363,0,0,0
"North Carolina","Beaufort",2019,352,352,0,0,0,0,0,39,6,0,0,0,0,352,0,0
"North Carolina","Brunswick",2019,351,325,24,2,0,0,0,119,46,0,0,0,0,351,0,0
"North Carolina","Buncombe",2019,365,328,37,0,0,0,0,84,51,38,0,0,197,7,161,0
"North Carolina","Caldwell",2019,304,275,29,0,0,0,0,74,50,39,0,0,243,61,0,0
"North Carolina","Carteret",2019,259,239,20,0,0,0,0,80,50,37,0,0,259,0,0,0
"North Carolina","Caswell",2019,245,236,9,0,0,0,0,64,47,39,0,0,245,0,0,0
"North Carolina","Catawba",2019,361,298,63,0,0,0,0,71,54,33,0,0,0,0,361,0
"North Carolina","Cumberland",2019,363,282,81,0,0,0,0,84,58,41,0,0,206,0,153,4
"North Carolina","Davidson",2019,350,272,78,0,0,0,0,91,56,35,0,0,0,0,350,0
"North Carolina","Durham",2019,364,293,71,0,0,0,0,87,56,42,0,0,203,0,161,0
"North Carolina","Edgecombe",2019,363,325,38,0,0,0,0,71,51,36,0,0,200,0,163,0
"North Carolina","Forsyth",2019,365,236,129,0,0,0,0,97,64,45,0,12,180,0,173,0
"North Carolina","Graham",2019,245,191,54,0,0,0,0,97,61,44,0,0,245,0,0,0
"North Carolina","Granville",2019,240,195,45,0,0,0,0,87,64,44,0,0,240,0,0,0
"North Carolina","Guilford",2019,365,293,72,0,0,0,0,90,61,42,0,0,222,0,117,26
"North Carolina","Haywood",2019,364,296,66,2,0,0,0,108,61,43,0,0,244,111,9,0
"North Carolina","Hyde",2019,46,45,1,0,0,0,0,59,30,20,0,0,0,0,46,0
"North Carolina","Jackson",2019,103,100,3,0,0,0,0,62,45,26,0,0,0,0,103,0
"North Carolina","Johnston",2019,363,294,69,0,0,0,0,87,55,40,0,0,166,0,197,0
"North Carolina","Lenoir",2019,237,205,32,0,0,0,0,87,54,42,0,0,237,0,0,0
"North Carolina","Lincoln",2019,243,178,65,0,0,0,0,97,64,44,0,0,243,0,0,0
"North Carolina","Macon",2019,358,343,15,0,0,0,0,87,46,33,0,0,358,0,0,0
"North Carolina","Martin",2019,356,322,34,0,0,0,0,74,50,36,0,0,237,61,0,58
"North Carolina","Mecklenburg",2019,365,234,121,10,0,0,0,136,71,45,0,2,217,0,146,0
"North Carolina","Mitchell",2019,333,325,8,0,0,0,0,59,40,22,0,0,0,0,333,0
"North Carolina","Montgomery",2019,365,308,57,0,0,0,0,71,53,39,0,0,248,0,117,0
"North Carolina","New Hanover",2019,348,319,29,0,0,0,0,80,50,34,0,0,222,0,126,0
"North Carolina","Northampton",2019,153,138,15,0,0,0,0,71,49,32,0,11,0,0,142,0
"North Carolina","Person",2019,362,314,48,0,0,0,0,92,51,39,0,0,240,122,0,0
"North Carolina","Pitt",2019,352,308,44,0,0,0,0,87,52,38,0,0,208,0,144,0
"North Carolina","Rockingham",2019,245,207,38,0,0,0,0,84,58,44,0,0,245,0,0,0
"North Carolina","Rowan",2019,365,289,76,0,0,0,0,100,64,43,0,0,325,0,40,0
"North Carolina","Swain",2019,362,323,39,0,0,0,0,90,51,37,0,0,182,0,180,0
"North Carolina","Union",2019,235,175,57,3,0,0,0,105,64,45,0,0,235,0,0,0
"North Carolina","Wake",2019,365,245,120,0,0,0,0,93,61,46,1,1,175,0,188,0
"North Carolina","Yancey",2019,244,191,53,0,0,0,0,87,64,45,0,0,244,0,0,0
"North Dakota","Billings",2019,365,354,11,0,0,0,0,84,45,33,0,0,327,0,38,0
"North Dakota","Burke",2019,365,354,11,0,0,0,0,67,45,32,0,1,324,3,36,1
"North Dakota","Burleigh",2019,365,331,34,0,0,0,0,90,49,31,0,10,212,0,135,8
"North Dakota","Cass",2019,363,327,34,1,1,0,0,156,50,33,0,9,264,0,88,2
"North Dakota","Dunn",2019,365,348,17,0,0,0,0,87,46,34,0,0,339,0,26,0
"North Dakota","McKenzie",2019,365,353,12,0,0,0,0,77,46,34,0,1,338,0,25,1
"North Dakota","Mercer",2019,365,341,24,0,0,0,0,71,48,35,0,0,270,6,89,0
"North Dakota","Oliver",2019,365,339,26,0,0,0,0,84,48,34,0,0,342,0,23,0
"North Dakota","Ward",2019,364,347,17,0,0,0,0,87,44,29,0,7,262,0,91,4
"North Dakota","Williams",2019,365,309,53,3,0,0,0,128,56,34,0,0,253,56,55,1
"Ohio","Adams",2019,365,361,4,0,0,0,0,61,36,20,0,0,0,41,324,0
"Ohio","Allen",2019,364,303,61,0,0,0,0,97,56,39,0,0,214,32,118,0
"Ohio","Ashtabula",2019,358,334,23,1,0,0,0,112,47,34,0,0,245,113,0,0
"Ohio","Athens",2019,120,116,4,0,0,0,0,56,43,25,0,0,0,0,120,0
"Ohio","Belmont",2019,365,349,16,0,0,0,0,66,38,15,14,251,0,1,90,9
"Ohio","Butler",2019,365,247,105,13,0,0,0,147,78,44,0,0,275,27,58,5
"Ohio","Clark",2019,365,220,143,2,0,0,0,105,64,45,0,0,157,3,205,0
"Ohio","Clermont",2019,358,287,67,4,0,0,0,140,58,40,0,0,213,0,145,0
"Ohio","Clinton",2019,244,203,41,0,0,0,0,100,58,43,0,0,244,0,0,0
"Ohio","Columbiana",2019,350,350,0,0,0,0,0,26,11,1,0,0,0,288,0,62
"Ohio","Cuyahoga",2019,365,188,173,4,0,0,0,108,70,50,0,3,133,2,214,13
"Ohio","Delaware",2019,241,214,27,0,0,0,0,84,51,41,0,0,241,0,0,0
"Ohio","Fayette",2019,355,332,23,0,0,0,0,74,48,38,0,0,355,0,0,0
"Ohio","Franklin",2019,365,244,120,1,0,0,0,101,65,46,0,5,174,0,185,1
"Ohio","Gallia",2019,365,337,26,2,0,0,0,117,46,6,0,0,0,365,0,0
"Ohio","Geauga",2019,230,189,39,2,0,0,0,119,61,42,0,0,230,0,0,0
"Ohio","Greene",2019,243,213,30,0,0,0,0,90,54,41,0,0,243,0,0,0
"Ohio","Hamilton",2019,365,162,197,6,0,0,0,119,77,52,0,7,152,0,206,0
"Ohio","Harrison",2019,293,290,3,0,0,0,0,59,30,2,236,0,0,0,55,2
"Ohio","Jefferson",2019,365,232,131,2,0,0,0,123,63,45,0,0,119,7,239,0
"Ohio","Knox",2019,245,218,27,0,0,0,0,93,51,41,0,0,245,0,0,0
"Ohio","Lake",2019,365,317,43,5,0,0,0,115,54,37,0,0,231,1,133,0
"Ohio","Lawrence",2019,365,328,37,0,0,0,0,77,51,39,0,0,197,0,168,0
"Ohio","Licking",2019,245,223,22,0,0,0,0,80,50,41,0,0,245,0,0,0
"Ohio","Lorain",2019,362,313,49,0,0,0,0,72,52,38,0,0,204,0,158,0
"Ohio","Lucas",2019,365,293,71,1,0,0,0,143,61,40,0,0,200,15,150,0
"Ohio","Madison",2019,245,209,36,0,0,0,0,93,54,42,0,0,245,0,0,0
"Ohio","Mahoning",2019,365,308,57,0,0,0,0,84,54,39,0,0,177,5,183,0
"Ohio","Medina",2019,353,304,49,0,0,0,0,78,53,38,0,0,163,0,190,0
"Ohio","Miami",2019,241,226,15,0,0,0,0,77,49,40,0,0,241,0,0,0
"Ohio","Montgomery",2019,365,229,136,0,0,0,0,94,64,45,0,0,168,0,195,2
"Ohio","Morgan",2019,351,351,0,0,0,0,0,29,10,1,0,0,0,351,0,0
"Ohio","Noble",2019,357,333,24,0,0,0,0,87,49,37,0,0,346,0,11,0
"Ohio","Portage",2019,270,252,18,0,0,0,0,87,49,37,0,0,214,0,56,0
"Ohio","Preble",2019,364,266,98,0,0,0,0,93,60,43,0,0,219,0,145,0
"Ohio","Scioto",2019,365,356,9,0,0,0,0,78,37,14,0,0,0,52,103,210
"Ohio","Stark",2019,365,226,139,0,0,0,0,100,67,46,0,0,164,0,201,0
"Ohio","Summit",2019,365,279,83,3,0,0,0,115,61,42,0,0,170,2,193,0
"Ohio","Trumbull",2019,362,295,67,0,0,0,0,100,58,40,0,0,208,0,154,0
"Ohio","Warren",2019,360,284,73,3,0,0,0,122,63,43,0,0,199,0,161,0
"Ohio","Washington",2019,245,219,26,0,0,0,0,87,51,41,0,0,245,0,0,0
"Ohio","Wood",2019,244,225,19,0,0,0,0,87,49,38,0,0,244,0,0,0
"Oklahoma","Adair",2019,365,338,27,0,0,0,0,86,49,37,1,0,262,0,98,4
"Oklahoma","Canadian",2019,355,306,48,1,0,0,0,105,54,37,0,0,355,0,0,0
"Oklahoma","Carter",2019,365,285,80,0,0,0,0,97,58,43,0,0,218,0,147,0
"Oklahoma","Choctaw",2019,252,238,14,0,0,0,0,90,47,37,0,0,252,0,0,0
"Oklahoma","Cleveland",2019,365,231,134,0,0,0,0,90,64,45,0,0,192,0,173,0
"Oklahoma","Comanche",2019,365,285,80,0,0,0,0,97,62,43,0,0,224,0,141,0
"Oklahoma","Creek",2019,356,331,24,1,0,0,0,101,48,36,0,0,356,0,0,0
"Oklahoma","Custer",2019,236,235,1,0,0,0,0,58,26,14,0,0,0,0,0,236
"Oklahoma","Dewey",2019,365,293,72,0,0,0,0,93,58,42,0,0,240,0,125,0
"Oklahoma","Garfield",2019,345,339,6,0,0,0,0,74,13,0,0,0,0,345,0,0
"Oklahoma","Johnston",2019,141,128,13,0,0,0,0,67,50,40,0,0,141,0,0,0
"Oklahoma","Kay",2019,365,292,72,1,0,0,0,106,57,40,0,0,139,4,222,0
"Oklahoma","Le Flore",2019,38,35,3,0,0,0,0,79,48,28,0,0,0,0,34,4
"Oklahoma","Mayes",2019,365,351,14,0,0,0,0,100,46,32,0,0,296,69,0,0
"Oklahoma","Muskogee",2019,286,269,15,1,1,0,0,169,35,5,0,0,0,152,0,134
"Oklahoma","Nowata",2019,365,287,77,1,0,0,0,118,56,41,0,0,229,0,136,0
"Oklahoma","Oklahoma",2019,365,227,137,1,0,0,0,119,70,46,0,5,204,0,155,1
"Oklahoma","Osage",2019,354,311,43,0,0,0,0,90,51,38,0,0,354,0,0,0
"Oklahoma","Ottawa",2019,363,289,73,1,0,0,0,104,57,38,0,0,80,0,251,32
"Oklahoma","Pittsburg",2019,365,272,91,2,0,0,0,105,59,43,0,0,238,0,127,0
"Oklahoma","Sequoyah",2019,361,325,36,0,0,0,0,67,50,36,0,18,201,0,142,0
"Oklahoma","Tulsa",2019,365,256,108,1,0,0,0,105,65,44,0,3,225,0,137,0
"Oregon","Baker",2019,360,328,32,0,0,0,0,64,49,23,0,0,0,0,360,0
"Oregon","Benton",2019,365,332,33,0,0,0,0,85,49,17,0,0,0,0,365,0
"Oregon","Clackamas",2019,199,191,7,1,0,0,0,101,44,31,0,0,143,0,56,0
"Oregon","Columbia",2019,363,355,8,0,0,0,0,84,38,24,0,0,141,0,222,0
"Oregon","Coos",2019,107,106,1,0,0,0,0,58,35,19,0,0,0,0,107,0
"Oregon","Crook",2019,365,296,68,1,0,0,0,103,59,23,0,0,0,0,365,0
"Oregon","Deschutes",2019,365,341,19,4,1,0,0,153,43,20,0,0,0,0,365,0
"Oregon","Douglas",2019,347,288,59,0,0,0,0,80,59,24,0,0,0,0,347,0
"Oregon","Grant",2019,349,255,93,1,0,0,0,103,60,30,0,0,0,0,349,0
"Oregon","Harney",2019,364,264,95,5,0,0,0,131,66,33,0,0,0,0,363,1
"Oregon","Jackson",2019,365,295,63,3,4,0,0,180,61,36,0,0,141,0,224,0
"Oregon","Jefferson",2019,365,291,72,2,0,0,0,122,61,22,0,0,0,0,365,0
"Oregon","Josephine",2019,365,283,77,3,2,0,0,169,64,26,0,0,0,0,365,0
"Oregon","Klamath",2019,365,261,98,6,0,0,0,126,75,29,0,0,0,0,361,4
"Oregon","Lake",2019,363,311,51,1,0,0,0,106,56,19,0,0,0,0,363,0
"Oregon","Lane",2019,365,254,103,8,0,0,0,117,75,38,0,0,109,0,246,10
"Oregon","Linn",2019,365,280,83,2,0,0,0,104,62,28,0,0,0,0,365,0
"Oregon","Marion",2019,356,302,54,0,0,0,0,92,59,32,0,0,138,0,218,0
"Oregon","Multnomah",2019,365,321,44,0,0,0,0,89,52,34,0,11,228,0,126,0
"Oregon","Umatilla",2019,365,296,68,1,0,0,0,104,58,37,0,0,150,0,215,0
"Oregon","Union",2019,365,344,21,0,0,0,0,86,43,20,0,0,0,0,362,3
"Oregon","Wallowa",2019,363,333,29,1,0,0,0,103,48,22,0,0,0,0,363,0
"Oregon","Wasco",2019,350,298,52,0,0,0,0,88,57,23,0,0,0,0,350,0
"Oregon","Washington",2019,365,310,54,1,0,0,0,102,57,32,0,13,165,0,186,1
"Pennsylvania","Adams",2019,365,288,77,0,0,0,0,85,59,42,0,0,266,0,99,0
"Pennsylvania","Allegheny",2019,365,138,212,11,4,0,0,161,81,55,0,0,98,24,243,0
"Pennsylvania","Armstrong",2019,365,323,42,0,0,0,0,71,51,37,0,0,246,0,119,0
"Pennsylvania","Beaver",2019,365,248,116,1,0,0,0,132,64,45,0,0,231,0,134,0
"Pennsylvania","Berks",2019,365,279,80,5,1,0,0,165,63,42,0,0,242,0,123,0
"Pennsylvania","Blair",2019,354,281,73,0,0,0,0,92,60,41,0,0,211,2,141,0
"Pennsylvania","Bradford",2019,352,314,38,0,0,0,0,75,52,36,0,0,242,0,110,0
"Pennsylvania","Bucks",2019,357,318,36,3,0,0,0,136,54,35,0,0,357,0,0,0
"Pennsylvania","Cambria",2019,365,296,69,0,0,0,0,88,57,39,2,4,189,0,170,0
"Pennsylvania","Centre",2019,365,267,98,0,0,0,0,99,62,44,0,0,203,0,162,0
"Pennsylvania","Chester",2019,364,266,96,2,0,0,0,115,64,43,0,0,257,0,107,0
"Pennsylvania","Clearfield",2019,359,357,2,0,0,0,0,61,44,33,0,0,359,0,0,0
"Pennsylvania","Cumberland",2019,365,268,92,5,0,0,0,150,64,38,0,0,0,0,365,0
"Pennsylvania","Dauphin",2019,365,286,75,3,1,0,0,158,64,41,0,0,237,0,127,1
"Pennsylvania","Delaware",2019,365,240,118,7,0,0,0,133,71,44,0,6,208,0,151,0
"Pennsylvania","Elk",2019,357,345,12,0,0,0,0,80,46,35,0,0,357,0,0,0
"Pennsylvania","Erie",2019,364,322,42,0,0,0,0,93,51,36,2,7,245,0,110,0
"Pennsylvania","Fayette",2019,360,313,47,0,0,0,0,72,54,39,0,0,271,0,89,0
"Pennsylvania","Franklin",2019,341,324,17,0,0,0,0,80,48,36,0,0,341,0,0,0
"Pennsylvania","Greene",2019,349,329,20,0,0,0,0,71,48,35,0,0,257,0,92,0
"Pennsylvania","Indiana",2019,364,337,27,0,0,0,0,93,49,38,0,0,348,16,0,0
"Pennsylvania","Lackawanna",2019,365,333,32,0,0,0,0,80,49,37,0,22,290,0,53,0
"Pennsylvania","Lancaster",2019,365,238,117,9,1,0,0,157,72,45,0,0,198,0,167,0
"Pennsylvania","Lawrence",2019,361,356,5,0,0,0,0,74,43,31,0,0,361,0,0,0
"Pennsylvania","Lebanon",2019,360,278,78,4,0,0,0,142,62,42,0,0,219,0,141,0
"Pennsylvania","Lehigh",2019,360,293,64,3,0,0,0,119,61,38,0,0,247,0,111,2
"Pennsylvania","Luzerne",2019,361,350,11,0,0,0,0,77,45,34,0,0,351,1,0,9
"Pennsylvania","Lycoming",2019,361,340,21,0,0,0,0,74,46,35,0,0,299,0,62,0
"Pennsylvania","Mercer",2019,365,290,75,0,0,0,0,95,57,41,0,0,259,0,106,0
"Pennsylvania","Monroe",2019,349,340,9,0,0,0,0,80,45,34,0,0,349,0,0,0
"Pennsylvania","Montgomery",2019,362,302,59,1,0,0,0,129,58,35,0,0,238,0,124,0
"Pennsylvania","Northampton",2019,363,286,74,3,0,0,0,114,62,40,0,2,242,0,119,0
"Pennsylvania","Philadelphia",2019,365,244,115,6,0,0,0,140,71,44,0,30,206,0,129,0
"Pennsylvania","Somerset",2019,359,340,19,0,0,0,0,80,48,36,0,0,359,0,0,0
"Pennsylvania","Susquehanna",2019,352,328,24,0,0,0,0,76,46,24,0,0,0,0,352,0
"Pennsylvania","Tioga",2019,361,342,19,0,0,0,0,74,47,36,0,3,288,0,70,0
"Pennsylvania","Warren",2019,365,357,6,2,0,0,0,120,27,9,0,0,0,365,0,0
"Pennsylvania","Washington",2019,365,252,113,0,0,0,0,94,64,44,0,0,205,0,160,0
"Pennsylvania","Westmoreland",2019,354,319,35,0,0,0,0,93,50,38,0,0,278,0,76,0
"Pennsylvania","Wyoming",2019,27,19,8,0,0,0,0,85,63,29,0,0,0,0,27,0
"Pennsylvania","York",2019,365,299,66,0,0,0,0,93,56,41,0,21,232,1,111,0
"Puerto Rico","Adjuntas",2019,117,108,9,0,0,0,0,66,44,18,0,0,0,0,117,0
"Puerto Rico","Bayamon",2019,305,288,17,0,0,0,0,95,42,17,11,0,114,49,131,0
"Puerto Rico","Caguas",2019,354,334,16,4,0,0,0,114,35,10,119,121,0,0,114,0
"Puerto Rico","Catano",2019,348,231,106,10,1,0,0,159,88,33,0,0,69,3,223,53
"Puerto Rico","Fajardo",2019,119,104,15,0,0,0,0,84,52,22,0,0,0,0,116,3
"Puerto Rico","Guayama",2019,224,220,4,0,0,0,0,96,12,0,0,0,0,196,28,0
"Puerto Rico","Guaynabo",2019,362,325,33,4,0,0,0,110,51,20,23,235,0,0,89,15
"Puerto Rico","Mayagnez",2019,202,160,42,0,0,0,0,85,58,25,0,0,8,0,194,0
"Puerto Rico","Ponce",2019,351,247,98,6,0,0,0,136,65,35,9,0,0,0,247,95
"Puerto Rico","San Juan",2019,277,277,0,0,0,0,0,35,17,14,277,0,0,0,0,0
"Rhode Island","Kent",2019,351,328,23,0,0,0,0,93,48,32,0,0,201,0,150,0
"Rhode Island","Providence",2019,365,298,67,0,0,0,0,90,58,43,0,13,248,0,103,1
"Rhode Island","Washington",2019,352,322,28,2,0,0,0,126,49,36,0,0,208,0,144,0
"South Carolina","Aiken",2019,265,230,35,0,0,0,0,97,58,39,0,0,265,0,0,0
"South Carolina","Anderson",2019,225,175,49,1,0,0,0,108,67,43,0,0,225,0,0,0
"South Carolina","Berkeley",2019,216,189,27,0,0,0,0,100,54,36,0,0,216,0,0,0
"South Carolina","Charleston",2019,355,303,51,1,0,0,0,140,52,38,0,1,223,0,130,1
"South Carolina","Chesterfield",2019,364,281,83,0,0,0,0,90,61,39,0,0,265,0,99,0
"South Carolina","Colleton",2019,7,7,0,0,0,0,0,32,32,29,0,0,5,0,2,0
"South Carolina","Darlington",2019,282,227,55,0,0,0,0,100,61,41,0,0,282,0,0,0
"South Carolina","Edgefield",2019,365,299,66,0,0,0,0,88,58,39,0,0,227,0,138,0
"South Carolina","Florence",2019,361,323,38,0,0,0,0,70,51,30,0,0,0,0,361,0
"South Carolina","Georgetown",2019,92,91,1,0,0,0,0,52,25,14,0,0,0,0,0,92
"South Carolina","Greenville",2019,365,237,127,1,0,0,0,101,67,45,0,3,234,0,127,1
"South Carolina","Horry",2019,261,205,56,0,0,0,0,97,64,41,0,0,261,0,0,0
"South Carolina","Lexington",2019,365,309,56,0,0,0,0,66,53,33,0,0,0,0,359,6
"South Carolina","Oconee",2019,365,308,56,1,0,0,0,105,54,41,0,0,272,50,43,0
"South Carolina","Pickens",2019,251,175,76,0,0,0,0,93,71,45,0,0,251,0,0,0
"South Carolina","Richland",2019,365,282,81,2,0,0,0,136,65,42,0,0,283,0,82,0
"South Carolina","Spartanburg",2019,357,249,106,2,0,0,0,105,65,44,0,0,221,0,136,0
"South Carolina","York",2019,365,262,95,8,0,0,0,133,68,44,0,0,250,0,115,0
"South Dakota","Brookings",2019,365,284,76,5,0,0,0,126,64,42,0,0,329,0,23,13
"South Dakota","Brown",2019,122,112,10,0,0,0,0,77,42,20,0,0,0,0,111,11
"South Dakota","Codington",2019,361,325,36,0,0,0,0,83,50,25,0,0,0,0,278,83
"South Dakota","Custer",2019,362,355,7,0,0,0,0,84,48,39,0,0,356,0,5,1
"South Dakota","Hughes",2019,356,350,6,0,0,0,0,65,28,11,0,0,0,0,356,0
"South Dakota","Jackson",2019,365,349,16,0,0,0,0,61,48,38,0,2,350,0,13,0
"South Dakota","Meade",2019,365,358,7,0,0,0,0,80,44,36,0,0,361,0,0,4
"South Dakota","Minnehaha",2019,365,321,43,1,0,0,0,105,52,36,0,9,307,0,47,2
"South Dakota","Pennington",2019,361,278,79,4,0,0,0,117,61,30,0,20,0,0,115,226
"South Dakota","Union",2019,364,327,37,0,0,0,0,97,51,35,0,2,267,0,82,13
"Tennessee","Anderson",2019,365,308,55,2,0,0,0,105,61,35,0,0,234,131,0,0
"Tennessee","Blount",2019,365,305,59,1,0,0,0,101,54,41,0,0,310,0,55,0
"Tennessee","Claiborne",2019,346,325,21,0,0,0,0,80,47,35,0,0,346,0,0,0
"Tennessee","Davidson",2019,365,248,116,1,0,0,0,101,62,45,0,26,132,0,207,0
"Tennessee","DeKalb",2019,363,335,28,0,0,0,0,80,49,37,0,0,363,0,0,0
"Tennessee","Dyer",2019,360,341,19,0,0,0,0,62,45,26,0,0,0,0,360,0
"Tennessee","Hamilton",2019,365,243,122,0,0,0,0,97,64,45,0,0,191,0,174,0
"Tennessee","Jefferson",2019,234,197,37,0,0,0,0,93,58,44,0,0,234,0,0,0
"Tennessee","Knox",2019,364,269,95,0,0,0,0,84,59,42,0,0,180,0,180,4
"Tennessee","Lawrence",2019,330,306,24,0,0,0,0,62,47,27,0,0,0,0,330,0
"Tennessee","Loudon",2019,365,313,52,0,0,0,0,93,54,37,0,0,151,0,214,0
"Tennessee","Madison",2019,362,330,32,0,0,0,0,60,49,27,0,0,0,0,362,0
"Tennessee","Maury",2019,362,352,10,0,0,0,0,61,42,23,0,0,0,0,362,0
"Tennessee","McMinn",2019,357,316,41,0,0,0,0,65,51,30,0,0,0,0,357,0
"Tennessee","Montgomery",2019,362,339,23,0,0,0,0,63,46,26,0,0,0,0,362,0
"Tennessee","Putnam",2019,360,351,9,0,0,0,0,63,45,25,0,0,0,0,360,0
"Tennessee","Roane",2019,357,339,18,0,0,0,0,71,46,28,0,0,0,0,357,0
"Tennessee","Sevier",2019,364,287,77,0,0,0,0,90,61,44,0,0,364,0,0,0
"Tennessee","Shelby",2019,365,239,122,4,0,0,0,148,64,44,0,7,200,0,157,1
"Tennessee","Sullivan",2019,365,237,107,21,0,0,0,121,77,45,0,0,159,129,77,0
"Tennessee","Sumner",2019,357,284,73,0,0,0,0,93,60,40,0,0,200,0,157,0
"Tennessee","Williamson",2019,245,215,30,0,0,0,0,84,51,42,0,0,245,0,0,0
"Tennessee","Wilson",2019,231,205,26,0,0,0,0,80,51,40,0,0,231,0,0,0
"Texas","Bell",2019,365,284,79,2,0,0,0,105,58,42,0,1,265,0,99,0
"Texas","Bexar",2019,365,196,163,5,1,0,0,169,71,49,0,3,161,0,200,1
"Texas","Bowie",2019,349,254,94,1,0,0,0,109,58,39,0,0,0,0,349,0
"Texas","Brazoria",2019,365,325,33,6,1,0,0,161,51,33,0,5,360,0,0,0
"Texas","Brewster",2019,362,310,52,0,0,0,0,93,54,40,0,0,308,0,54,0
"Texas","Cameron",2019,365,236,129,0,0,0,0,89,62,44,0,0,128,0,237,0
"Texas","Collin",2019,365,309,48,7,1,0,0,156,58,40,0,0,365,0,0,0
"Texas","Culberson",2019,150,132,16,2,0,0,0,108,51,37,0,0,105,0,45,0
"Texas","Dallas",2019,365,227,132,6,0,0,0,143,72,45,0,20,199,0,146,0
"Texas","Denton",2019,365,280,73,12,0,0,0,133,67,43,0,6,287,0,72,0
"Texas","Ector",2019,354,319,35,0,0,0,0,80,50,28,0,0,0,0,354,0
"Texas","El Paso",2019,365,147,205,11,2,0,0,157,84,53,0,21,204,0,137,3
"Texas","Ellis",2019,365,300,65,0,0,0,0,97,56,40,0,6,269,0,90,0
"Texas","Freestone",2019,357,357,0,0,0,0,0,31,1,0,0,0,0,357,0,0
"Texas","Galveston",2019,365,293,64,8,0,0,0,136,61,39,0,3,261,3,97,1
"Texas","Gregg",2019,362,322,39,1,0,0,0,112,51,35,0,2,343,17,0,0
"Texas","Harris",2019,365,179,159,22,4,1,0,202,93,51,0,22,154,2,184,3
"Texas","Harrison",2019,364,296,67,1,0,0,0,113,54,38,0,0,202,35,127,0
"Texas","Hidalgo",2019,365,243,120,2,0,0,0,106,66,42,0,0,132,0,232,1
"Texas","Hood",2019,357,325,31,1,0,0,0,133,50,35,0,0,357,0,0,0
"Texas","Howard",2019,334,294,36,4,0,0,0,115,54,11,0,0,0,334,0,0
"Texas","Hunt",2019,364,345,19,0,0,0,0,97,47,35,0,3,361,0,0,0
"Texas","Hutchinson",2019,359,221,57,79,2,0,0,162,117,19,0,0,0,359,0,0
"Texas","Jefferson",2019,365,249,109,6,1,0,0,174,65,43,0,0,202,15,148,0
"Texas","Johnson",2019,352,298,47,7,0,0,0,143,61,38,0,0,352,0,0,0
"Texas","Kaufman",2019,365,320,45,0,0,0,0,93,52,39,0,1,288,0,76,0
"Texas","Kleberg",2019,284,234,50,0,0,0,0,87,56,30,0,0,0,0,284,0
"Texas","Lubbock",2019,330,316,13,1,0,0,0,103,42,25,0,0,0,0,330,0
"Texas","Maverick",2019,339,287,51,1,0,0,0,104,54,25,0,0,0,0,339,0
"Texas","McLennan",2019,365,329,36,0,0,0,0,87,50,38,1,0,321,0,43,0
"Texas","Milam",2019,338,338,0,0,0,0,0,4,1,0,0,0,0,338,0,0
"Texas","Montgomery",2019,365,306,54,5,0,0,0,143,58,38,0,2,284,0,79,0
"Texas","Navarro",2019,365,275,80,7,3,0,0,193,67,41,0,2,225,67,71,0
"Texas","Nueces",2019,365,262,102,1,0,0,0,107,62,42,0,0,171,1,193,0
"Texas","Orange",2019,365,288,75,2,0,0,0,111,59,39,0,0,195,20,150,0
"Texas","Parker",2019,363,317,46,0,0,0,0,100,54,37,0,0,363,0,0,0
"Texas","Polk",2019,344,334,10,0,0,0,0,74,44,31,0,0,344,0,0,0
